Date,Open,High,Low,Close,Adj Close,Volume
10/16/2015,27.945,28,27.6325,27.76,25.653408,156930400
10/19/2015,27.700001,27.9375,27.5275,27.932501,25.81282,119036800
10/20/2015,27.834999,28.5425,27.705,28.442499,26.284117,195871200
10/21/2015,28.5,28.895,28.424999,28.440001,26.281809,167180800
10/22/2015,28.5825,28.875,28.525,28.875,26.683798,166616400
10/23/2015,29.174999,29.807501,29.0825,29.77,27.510878,237467600
10/26/2015,29.52,29.532499,28.73,28.82,26.632969,265335200
10/27/2015,28.85,29.135,28.497499,28.637501,26.464319,279537600
10/28/2015,29.2325,29.825001,29.014999,29.817499,27.554773,342205600
10/29/2015,29.674999,30.172501,29.567499,30.1325,27.845867,204909200
10/30/2015,30.247499,30.305,29.862499,29.875,27.607912,197461200
11/2/2015,30.200001,30.34,29.9025,30.295,27.99604,128813200
11/3/2015,30.1975,30.872499,30.174999,30.6425,28.317165,182076000
11/4/2015,30.782499,30.955,30.405001,30.5,28.18548,179544400
11/5/2015,30.4625,30.672501,30.045,30.23,28.055548,158210800
11/6/2015,30.2775,30.452499,30.155001,30.264999,28.088028,132169200
11/9/2015,30.24,30.452499,30.012501,30.1425,27.974346,135485600
11/10/2015,29.225,29.5175,29.014999,29.192499,27.092672,236511600
11/11/2015,29.092501,29.355,28.8025,29.0275,26.939545,180872000
11/12/2015,29.065001,29.205,28.9125,28.93,26.849056,130102400
11/13/2015,28.799999,28.8925,28.067499,28.084999,26.064838,183249600
11/16/2015,27.844999,28.559999,27.75,28.545,26.491756,152426800
11/17/2015,28.73,28.762501,28.33,28.422501,26.378065,110467600
11/18/2015,28.940001,29.372499,28.875,29.3225,27.213324,186698800
11/19/2015,29.41,29.9375,29.190001,29.695,27.559031,173183200
11/20/2015,29.799999,29.98,29.7125,29.825001,27.67968,137148400
11/23/2015,29.817499,29.932501,29.334999,29.4375,27.320057,129930000
11/24/2015,29.3325,29.8375,29.280001,29.719999,27.582235,171212800
11/25/2015,29.8025,29.807501,29.48,29.5075,27.385017,85553200
11/27/2015,29.5725,29.602501,29.4,29.452499,27.333977,52185600
11/30/2015,29.497499,29.852501,29.4375,29.575001,27.447666,156721200
12/1/2015,29.6875,29.702499,29.215,29.334999,27.224922,139409600
12/2/2015,29.334999,29.5275,29.02,29.07,26.978989,133546400
12/3/2015,29.137501,29.1975,28.555,28.799999,26.728411,166278000
12/4/2015,28.8225,29.8125,28.7775,29.7575,27.617037,231108000
12/7/2015,29.745001,29.965,29.452499,29.57,27.443026,128336800
12/8/2015,29.379999,29.65,29.215,29.557501,27.431423,137238000
12/9/2015,29.41,29.422501,28.77,28.905001,26.825855,185445600
12/10/2015,29.01,29.235001,28.877501,29.0425,26.953466,116850800
12/11/2015,28.797501,28.8475,28.2125,28.295,26.259735,187544800
12/14/2015,28.045,28.17,27.4475,28.120001,26.097322,257274800
12/15/2015,27.985001,28.200001,27.5875,27.622499,25.635612,213292400
12/16/2015,27.7675,27.997499,27.200001,27.834999,25.832823,224954000
12/17/2015,28.004999,28.0625,27.245001,27.245001,25.285263,179091200
12/18/2015,27.227501,27.379999,26.452499,26.5075,24.600809,385813200
12/21/2015,26.82,26.842501,26.3925,26.8325,24.902431,190362400
12/22/2015,26.85,26.93,26.612499,26.807501,24.879232,131157600
12/23/2015,26.817499,27.2125,26.799999,27.1525,25.199411,130629600
12/24/2015,27.25,27.25,26.987499,27.0075,25.064844,54281600
12/28/2015,26.897499,26.922501,26.545,26.705,24.784105,106816800
12/29/2015,26.74,27.3575,26.715,27.184999,25.229576,123724800
12/30/2015,27.145,27.174999,26.795,26.83,24.90011,100855200
12/31/2015,26.752501,26.7575,26.205,26.315001,24.422157,163649200
1/4/2016,25.6525,26.342501,25.5,26.3375,24.443037,270597600
1/5/2016,26.4375,26.4625,25.602501,25.6775,23.830513,223164000
1/6/2016,25.139999,25.592501,24.967501,25.174999,23.364161,273829600
1/7/2016,24.67,25.032499,24.1075,24.112499,22.378082,324377600
1/8/2016,24.637501,24.7775,24.190001,24.24,22.496408,283192000
1/11/2016,24.7425,24.764999,24.334999,24.6325,22.860676,198957600
1/12/2016,25.137501,25.172501,24.709999,24.99,23.192465,196616800
1/13/2016,25.08,25.297501,24.325001,24.3475,22.596178,249758400
1/14/2016,24.49,25.120001,23.934999,24.879999,23.09037,252680400
1/15/2016,24.049999,24.4275,23.84,24.282499,22.535858,319335600
1/19/2016,24.602501,24.6625,23.875,24.165001,22.426809,212350800
1/20/2016,23.775,24.547501,23.355,24.1975,22.45697,289337600
1/21/2016,24.264999,24.469999,23.735001,24.075001,22.343281,208646000
1/22/2016,24.657499,25.365,24.592501,25.355,23.53121,263202000
1/25/2016,25.379999,25.3825,24.8025,24.860001,23.071817,207178000
1/26/2016,24.9825,25.219999,24.5175,24.997499,23.199427,300308000
1/27/2016,24.01,24.157499,23.334999,23.355,21.675074,533478800
1/28/2016,23.4475,23.629999,23.0975,23.522499,21.830519,222715200
1/29/2016,23.6975,24.334999,23.5875,24.334999,22.584578,257666000
2/1/2016,24.1175,24.1775,23.85,24.1075,22.373442,163774000
2/2/2016,23.855,24.01,23.57,23.620001,21.921011,149428800
2/3/2016,23.75,24.209999,23.52,24.0875,22.354887,183857200
2/4/2016,23.965,24.3325,23.797501,24.15,22.534504,185886800
2/5/2016,24.129999,24.23,23.422501,23.504999,21.93265,185672400
2/8/2016,23.282499,23.924999,23.26,23.752501,22.163597,216085600
2/9/2016,23.5725,23.985001,23.4825,23.747499,22.158932,177324800
